SUBCAT;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS;
V526;;;;Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito;V52.6 Passageiro acid trans;;;
V527;;;;Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito;V52.7 Pessoa viajando ext veic acid trans;;;
V529;;;;Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito;V52.9 Ocupante NE acid trans;;;
V530;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - condutor [motorista] traumatizado em um acidente não-de-trânsito;V53.0 Condutor acid n-trans;;;
V531;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - passageiro traumatizado em um acidente não-de-trânsito;V53.1 Passageiro acid n-trans;;;
V532;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito;V53.2 Pessoa viajando ext veic acid n-trans;;;
V533;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito;V53.3 Ocupante NE acid n-trans;;;
V534;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa traumatizado ao subir ou descer do veículo;V53.4 Pessoa ao subir ou descer do veic;;;
V535;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - condutor [motorista] traumatizado em um acidente de trânsito;V53.5 Condutor acid trans;;;
V536;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - passageiro traumatizado em um acidente de trânsito;V53.6 Passageiro acid trans;;;
V537;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito;V53.7 Pessoa viajando ext veic acid trans;;;
V539;;;;Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito;V53.9 Ocupante NE acid trans;;;
V540;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente não-de-trânsito;V54.0 Condutor acid n-trans;;;
V541;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente não-de-trânsito;V54.1 Passageiro acid n-trans;;;
V542;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito;V54.2 Pessoa viajando ext veic acid n-trans;;;
V543;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito;V54.3 Ocupante NE acid n-trans;;;
V544;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizado ao subir ou descer do veículo;V54.4 Pessoa ao subir ou descer do veic;;;
V545;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente de trânsito;V54.5 Condutor acid trans;;;
V546;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito;V54.6 Passageiro acid trans;;;
V547;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito;V54.7 Pessoa viajando ext veic acid trans;;;
V549;;;;Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito;V54.9 Ocupante NE acid trans;;;
V550;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - condutor [motorista] traumatizado em um acidente não-de-trânsito;V55.0 Condutor acid n-trans;;;
V551;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - passageiro traumatizado em um acidente não-de-trânsito;V55.1 Passageiro acid n-trans;;;
V552;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito;V55.2 Pessoa viajando ext veic acid n-trans;;;
V553;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito;V55.3 Ocupante NE acid n-trans;;;
V554;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - pessoa traumatizado ao subir ou descer do veículo;V55.4 Pessoa ao subir ou descer do veic;;;
V555;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - condutor [motorista] traumatizado em um acidente de trânsito;V55.5 Condutor acid trans;;;
V556;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - passageiro traumatizado em um acidente de trânsito;V55.6 Passageiro acid trans;;;
V557;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito;V55.7 Pessoa viajando ext veic acid trans;;;
V559;;;;Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito;V55.9 Ocupante NE acid trans;;;
V560;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente não-de-trânsito;V56.0 Condutor acid n-trans;;;
V561;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente não-de-trânsito;V56.1 Passageiro acid n-trans;;;
V562;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito;V56.2 Pessoa viajando ext veic acid n-trans;;;
V563;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito;V56.3 Ocupante NE acid n-trans;;;
V564;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizado ao subir ou descer do veículo;V56.4 Pessoa ao subir ou descer do veic;;;
V565;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente de trânsito;V56.5 Condutor acid trans;;;
V566;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito;V56.6 Passageiro acid trans;;;
V567;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito;V56.7 Pessoa viajando ext veic acid trans;;;
V569;;;;Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de uma caminhonete traumatizado em um acidente de trânsito;V56.9 Ocupante NE acid trans;;;
V570;;;;Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente não-de-trânsito;V57.0 Condutor acid n-trans;;;
V571;;;;Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito;V57.1 Passageiro acid n-trans;;;
V572;;;;Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito;V57.2 Pessoa viajando ext veic acid n-trans;;;
V573;;;;Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de uma caminhonete traumatizado em um acidente não-de-trânsito;V57.3 Ocupante NE acid n-trans;;;
V574;;;;Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizado ao subir ou descer do veículo;V57.4 Pessoa ao subir ou descer do veic;;;
V575;;;;Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente de trânsito;V57.5 Condutor acid trans;;;
V576;;;;Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito;V57.6 Passageiro acid trans;;;
V577;;;;Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito;V57.7 Pessoa viajando ext veic acid trans;;;
